id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count,user_id,image_url
T053,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-02-22,4.9,250,U018,https://via.placeholder.com/150
T054,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-02-23,4.9,250,U008,https://via.placeholder.com/150
T054,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-02-23,4.3,85,U048,https://via.placeholder.com/150
T055,External HDD,Seagate,en,1TB Portable,3500,2023-02-24,4.6,150,U029,https://via.placeholder.com/150
T055,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-02-24,4.5,100,U003,https://via.placeholder.com/150
T055,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-02-24,4.6,130,U002,https://via.placeholder.com/150
T056,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-02-25,4.3,85,U028,https://via.placeholder.com/150
T056,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-02-25,4.2,75,U006,https://via.placeholder.com/150
T057,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-02-26,4.2,75,U028,https://via.placeholder.com/150
T057,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-02-26,4.5,100,U043,https://via.placeholder.com/150
T058,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-02-27,4.7,120,U015,https://via.placeholder.com/150
T058,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-02-27,4.5,110,U012,https://via.placeholder.com/150
T058,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-02-27,4.5,100,U037,https://via.placeholder.com/150
T058,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-02-27,4.3,85,U014,https://via.placeholder.com/150
T059,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-02-28,4.4,90,U012,https://via.placeholder.com/150
T059,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-02-28,4.6,130,U038,https://via.placeholder.com/150
T059,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-02-28,4.8,200,U035,https://via.placeholder.com/150
T060,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-03-01,4.3,85,U030,https://via.placeholder.com/150
T060,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-03-01,4.5,110,U014,https://via.placeholder.com/150
T060,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-03-01,4.2,75,U043,https://via.placeholder.com/150
T060,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-03-01,4.6,130,U031,https://via.placeholder.com/150
T061,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-03-02,4.6,130,U007,https://via.placeholder.com/150
T061,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-03-02,4.5,110,U002,https://via.placeholder.com/150
T062,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-03-03,4.7,120,U043,https://via.placeholder.com/150
T062,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-03-03,4.2,75,U015,https://via.placeholder.com/150
T063,External HDD,Seagate,en,1TB Portable,3500,2023-03-04,4.6,150,U050,https://via.placeholder.com/150
T063,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-03-04,4.9,250,U044,https://via.placeholder.com/150
T063,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-03-04,4.2,75,U002,https://via.placeholder.com/150
T064,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-03-05,4.9,250,U015,https://via.placeholder.com/150
T064,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-03-05,4.2,75,U035,https://via.placeholder.com/150
T064,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-03-05,4.8,200,U014,https://via.placeholder.com/150
T064,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-03-05,4.5,110,U030,https://via.placeholder.com/150
T065,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-03-06,4.9,250,U047,https://via.placeholder.com/150
T065,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-03-06,4.6,130,U027,https://via.placeholder.com/150
T065,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-03-06,4.5,110,U009,https://via.placeholder.com/150
T065,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-03-06,4.7,120,U002,https://via.placeholder.com/150
T066,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-03-07,4.5,110,U033,https://via.placeholder.com/150
T066,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-03-07,4.5,100,U050,https://via.placeholder.com/150
T066,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-03-07,4.3,85,U030,https://via.placeholder.com/150
T067,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-03-08,4.2,75,U015,https://via.placeholder.com/150
T067,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-03-08,4.4,90,U037,https://via.placeholder.com/150
T067,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-03-08,4.8,200,U034,https://via.placeholder.com/150
T067,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-03-08,4.3,85,U042,https://via.placeholder.com/150
T068,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-03-09,4.5,110,U046,https://via.placeholder.com/150
T068,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-03-09,4.9,250,U003,https://via.placeholder.com/150
T068,External HDD,Seagate,en,1TB Portable,3500,2023-03-09,4.6,150,U002,https://via.placeholder.com/150
T068,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-03-09,4.4,90,U009,https://via.placeholder.com/150
T069,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-03-10,4.5,100,U020,https://via.placeholder.com/150
T069,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-03-10,4.8,200,U005,https://via.placeholder.com/150
T100,Webcam X,Accessorie: Logitech,en,1800 HD 1080p,713,2024-12-25,3.6,195,U109,https://via.placeholder.com/150
T101,Earphones 2025,Accessorie: boAt,en,"In-ear, Wireless",3833,2023-04-23,4.8,165,U172,https://via.placeholder.com/150
T102,USB Hub 2025,Accessorie: Anker,en,4-Port USB,1026,2023-07-25,4.7,233,U204,https://via.placeholder.com/150
T103,Monitor X,Electronics: Samsung,en,24-inch Full HD,1203,2024-02-28,3.8,98,U200,https://via.placeholder.com/150
T104,Earphones 2025,Accessorie: boAt,en,"In-ear, Wireless",2779,2024-01-04,4.1,171,U053,https://via.placeholder.com/150
T105,External HDD X,Seagate,en,1TB Portable,4909,2023-08-14,3.6,186,U150,https://via.placeholder.com/150
T106,Laptop Stand 2025,Accessorie: AmazonBasics,en,Adjustable,3641,2025-04-08,3.5,68,U082,https://via.placeholder.com/150
T107,Mouse Plus,Accessorie: Logitech,en,Wireless Optical,3790,2024-12-20,4.6,222,U285,https://via.placeholder.com/150
T108,USB Hub X,Accessorie: Anker,en,4-Port USB,12354,2024-08-10,4.9,200,U220,https://via.placeholder.com/150
T109,Keyboard 2025,Accessorie: HP,en,Mechanical,9843,2024-08-29,4.3,124,U273,https://via.placeholder.com/150
T110,USB Hub Plus,Accessorie: Anker,en,4-Port USB,4369,2024-04-23,4.1,92,U030,https://via.placeholder.com/150
T111,Keyboard 2025,Accessorie: HP,en,Mechanical,14656,2024-01-03,3.6,126,U279,https://via.placeholder.com/150
T112,Monitor X,Electronics: Samsung,en,24-inch Full HD,3430,2025-04-10,3.8,184,U147,https://via.placeholder.com/150
T113,Mouse 2025,Accessorie: Logitech,en,Wireless Optical,4034,2023-05-28,4.7,189,U257,https://via.placeholder.com/150
T114,USB Hub 2025,Accessorie: Anker,en,4-Port USB,5107,2023-05-25,4.8,220,U076,https://via.placeholder.com/150
T115,Headphones Plus,Accessorie: JBL,en,"Over-ear, Wireless",6590,2025-02-07,4.0,149,U086,https://via.placeholder.com/150
T116,Earphones Pro,Accessorie: boAt,en,"In-ear, Wireless",11749,2024-09-12,4.4,195,U230,https://via.placeholder.com/150
T117,Laptop Stand Plus,Accessorie: AmazonBasics,en,Adjustable,5868,2024-09-14,5.0,213,U198,https://via.placeholder.com/150
T118,Mouse X,Accessorie: Logitech,en,Wireless Optical,12976,2024-11-16,3.9,242,U092,https://via.placeholder.com/150
T119,Monitor 2025,Electronics: Samsung,en,24-inch Full HD,14839,2025-02-26,4.6,147,U018,https://via.placeholder.com/150
T120,Keyboard 2025,Accessorie: HP,en,Mechanical,8129,2025-04-11,3.6,51,U040,https://via.placeholder.com/150
T121,Webcam Pro,Accessorie: Logitech,en,HD 1080p,10033,2024-12-19,3.8,216,U203,https://via.placeholder.com/150
T122,Monitor X,Electronics: Samsung,en,24-inch Full HD,14141,2025-01-29,4.6,217,U090,https://via.placeholder.com/150
T123,External HDD Pro,Seagate,en,1TB Portable,9333,2023-12-30,4.6,186,U259,https://via.placeholder.com/150
T124,Laptop Plus,Electronics: Dell,en,"i5, 8GB RAM",11348,2023-11-10,3.9,132,U169,https://via.placeholder.com/150
T125,Mouse X,Accessorie: Logitech,en,Wireless Optical,6030,2023-07-03,4.3,232,U273,https://via.placeholder.com/150
T126,Laptop Stand 2025,Accessorie: AmazonBasics,en,Adjustable,1867,2023-06-04,4.4,189,U155,https://via.placeholder.com/150
T127,Monitor Pro,Electronics: Samsung,en,24-inch Full HD,7580,2023-05-08,3.7,117,U029,https://via.placeholder.com/150
T128,Mouse Plus,Accessorie: Logitech,en,Wireless Optical,12164,2025-02-05,3.9,139,U281,https://via.placeholder.com/150
T129,Headphones Plus,Accessorie: JBL,en,"Over-ear, Wireless",10538,2024-01-18,3.5,105,U218,https://via.placeholder.com/150
T130,Mouse Plus,Accessorie: Logitech,en,Wireless Optical,9759,2024-07-04,4.7,126,U298,https://via.placeholder.com/150
T131,Headphones 2025,Accessorie: JBL,en,"Over-ear, Wireless",1550,2024-12-20,4.2,201,U046,https://via.placeholder.com/150
T132,USB Hub Pro,Accessorie: Anker,en,4-Port USB,5599,2024-04-24,4.0,65,U046,https://via.placeholder.com/150
T133,Monitor X,Electronics: Samsung,en,24-inch Full HD,4420,2023-04-15,4.5,212,U084,https://via.placeholder.com/150
T134,Laptop Stand Pro,Accessorie: AmazonBasics,en,Adjustable,11615,2024-10-13,4.0,242,U137,https://via.placeholder.com/150
T135,USB Hub 2025,Accessorie: Anker,en,4-Port USB,11423,2023-11-14,3.7,244,U242,https://via.placeholder.com/150
T136,External HDD 2025,Seagate,en,1TB Portable,1838,2025-02-15,3.9,176,U281,https://via.placeholder.com/150
T137,Keyboard X,Accessorie: HP,en,Mechanical,9300,2024-03-03,3.6,64,U274,https://via.placeholder.com/150
T138,USB Hub 2025,Accessorie: Anker,en,4-Port USB,4955,2024-08-01,4.1,227,U153,https://via.placeholder.com/150
T139,Monitor 2025,Electronics: Samsung,en,24-inch Full HD,4655,2023-11-04,4.4,201,U067,https://via.placeholder.com/150
T140,External HDD Plus,Seagate,en,1TB Portable,8483,2024-06-14,4.4,191,U166,https://via.placeholder.com/150
T141,Headphones 2025,Accessorie: JBL,en,"Over-ear, Wireless",13069,2024-05-26,3.8,157,U078,https://via.placeholder.com/150
T142,Headphones Plus,Accessorie: JBL,en,"Over-ear, Wireless",5363,2023-05-07,3.6,169,U254,https://via.placeholder.com/150
T143,Monitor Plus,Electronics: Samsung,en,24-inch Full HD,12724,2025-01-07,4.7,137,U299,https://via.placeholder.com/150
T144,Headphones 2025,Accessorie: JBL,en,"Over-ear, Wireless",2448,2023-04-15,4.4,242,U084,https://via.placeholder.com/150
T145,External HDD 2025,Seagate,en,1TB Portable,8423,2023-09-15,4.9,187,U102,https://via.placeholder.com/150
T146,USB Hub X,Accessorie: Anker,en,4-Port USB,7951,2023-10-19,4.5,103,U181,https://via.placeholder.com/150
T147,External HDD 2025,Seagate,en,1TB Portable,8285,2024-01-04,3.6,236,U284,https://via.placeholder.com/150
T148,Keyboard 2025,Accessorie: HP,en,Mechanical,6401,2023-05-19,3.6,119,U280,https://via.placeholder.com/150
T149,Webcam 2025,Accessorie: Logitech,en,1800 HD 1080p,8323,2025-02-14,3.9,50,U017,https://via.placeholder.com/150
T150,Mouse Plus,Accessorie: Logitech,en,Wireless Optical,12619,2023-12-19,4.9,249,U235,https://via.placeholder.com/150
T151,Headphones Plus,Accessorie: JBL,en,"Over-ear, Wireless",1933,2024-03-20,4.0,223,U205,https://via.placeholder.com/150
T152,USB Hub 2025,Accessorie: Anker,en,4-Port USB,1324,2023-06-13,5.0,119,U003,https://via.placeholder.com/150
T153,USB Hub 2025,Accessorie: Anker,en,4-Port USB,3233,2024-04-06,4.3,134,U158,https://via.placeholder.com/150
T154,Laptop Stand Plus,Accessorie: AmazonBasics,en,Adjustable,5896,2023-10-09,4.0,111,U001,https://via.placeholder.com/150
T155,Mouse X,Accessorie: Logitech,en,Wireless Optical,12962,2023-10-26,4.3,200,U286,https://via.placeholder.com/150
T156,External HDD X,Seagate,en,1TB Portable,1554,2023-07-27,4.4,168,U203,https://via.placeholder.com/150
T157,USB Hub Pro,Accessorie: Anker,en,4-Port USB,7381,2025-03-19,3.9,119,U244,https://via.placeholder.com/150
T158,External HDD Plus,Seagate,en,1TB Portable,14927,2024-01-12,4.8,155,U094,https://via.placeholder.com/150
T159,Webcam Pro,Accessorie: Logitech,en,1800 HD 1080p,6082,2025-02-23,4.8,59,U186,https://via.placeholder.com/150
T160,Earphones Plus,Accessorie: boAt,en,"In-ear, Wireless",1870,2024-03-01,4.1,155,U189,https://via.placeholder.com/150
T161,Laptop Stand Plus,Accessorie: AmazonBasics,en,Adjustable,2990,2024-10-26,3.7,119,U004,https://via.placeholder.com/150
T162,Monitor Pro,Electronics: Samsung,en,24-inch Full HD,1339,2023-12-29,5.0,61,U256,https://via.placeholder.com/150
T163,Mouse 2025,Accessorie: Logitech,en,Wireless Optical,14238,2023-09-05,3.8,183,U291,https://via.placeholder.com/150
T164,USB Hub Plus,Accessorie: Anker,en,4-Port USB,8577,2024-07-08,4.9,145,U085,https://via.placeholder.com/150
T165,Laptop 2025,Electronics: Dell,en,"i5, 8GB RAM",8969,2023-07-16,4.0,161,U191,https://via.placeholder.com/150
T166,USB Hub X,Accessorie: Anker,en,4-Port USB,10192,2024-01-28,4.4,120,U014,https://via.placeholder.com/150
T167,Mouse Pro,Accessorie: Logitech,en,Wireless Optical,14382,2023-07-12,3.9,127,U011,https://via.placeholder.com/150
T168,Webcam Plus,Accessorie: Logitech,en,1800 HD 1080p,6613,2025-01-17,4.3,94,U294,https://via.placeholder.com/150
T169,Headphones 2025,Accessorie: JBL,en,"Over-ear, Wireless",14517,2023-05-09,4.4,111,U079,https://via.placeholder.com/150
T170,Monitor 2025,Electronics: Samsung,en,24-inch Full HD,9968,2025-02-14,4.0,140,U220,https://via.placeholder.com/150
T171,Laptop Stand Plus,Accessorie: AmazonBasics,en,Adjustable,3799,2023-12-06,3.7,197,U147,https://via.placeholder.com/150
T172,External HDD X,Seagate,en,1TB Portable,4855,2023-04-23,3.8,229,U216,https://via.placeholder.com/150
T173,Mouse Plus,Accessorie: Logitech,en,Wireless Optical,5945,2023-09-25,3.9,51,U078,https://via.placeholder.com/150
T174,Headphones Plus,Accessorie: JBL,en,"Over-ear, Wireless",3210,2025-03-21,3.8,216,U068,https://via.placeholder.com/150
T175,Laptop Stand Pro,Accessorie: AmazonBasics,en,Adjustable,13885,2024-02-04,4.3,66,U082,https://via.placeholder.com/150
T176,Monitor X,Electronics: Samsung,en,24-inch Full HD,4687,2024-05-05,4.2,201,U172,https://via.placeholder.com/150
T177,USB Hub Plus,Accessorie: Anker,en,4-Port USB,2080,2024-09-14,4.2,164,U298,https://via.placeholder.com/150
T178,Mouse 2025,Accessorie: Logitech,en,Wireless Optical,6558,2023-06-11,3.8,222,U051,https://via.placeholder.com/150
T179,USB Hub Pro,Accessorie: Anker,en,4-Port USB,9492,2024-11-23,4.8,68,U254,https://via.placeholder.com/150
T180,Headphones Pro,Accessorie: JBL,en,"Over-ear, Wireless",8275,2023-09-13,3.9,121,U084,https://via.placeholder.com/150
T181,Keyboard Plus,Accessorie: HP,en,Mechanical,5859,2025-03-12,4.1,131,U060,https://via.placeholder.com/150
T182,External HDD 2025,Seagate,en,1TB Portable,11486,2024-11-09,4.0,78,U221,https://via.placeholder.com/150
T183,Earphones X,Accessorie: boAt,en,"In-ear, Wireless",11741,2024-05-17,3.6,88,U275,https://via.placeholder.com/150
T184,Webcam Pro,Accessorie: Logitech,en,1800 HD 1080p,10358,2024-07-28,4.3,138,U204,https://via.placeholder.com/150
T185,Headphones X,Accessorie: JBL,en,"Over-ear, Wireless",13885,2023-04-22,4.0,79,U157,https://via.placeholder.com/150
T186,Laptop Plus,Electronics: Dell,en,"i5, 8GB RAM",14910,2024-07-18,4.6,112,U105,https://via.placeholder.com/150
T187,Laptop Plus,Electronics: Dell,en,"i5, 8GB RAM",600,2023-12-20,4.0,234,U214,https://via.placeholder.com/150
T188,External HDD X,Seagate,en,1TB Portable,2326,2025-01-17,4.6,195,U126,https://via.placeholder.com/150
T189,USB Hub Plus,Accessorie: Anker,en,4-Port USB,13872,2024-08-08,4.9,56,U206,https://via.placeholder.com/150
T190,Laptop Stand Pro,Accessorie: AmazonBasics,en,Adjustable,12602,2024-01-06,4.9,64,U300,https://via.placeholder.com/150
T191,Earphones X,Accessorie: boAt,en,"In-ear, Wireless",1231,2024-12-31,4.1,209,U230,https://via.placeholder.com/150
T192,Laptop Stand 2025,Accessorie: AmazonBasics,en,Adjustable,12447,2024-06-09,4.8,226,U058,https://via.placeholder.com/150
T193,External HDD X,Seagate,en,1TB Portable,1240,2024-03-20,3.5,125,U183,https://via.placeholder.com/150
T194,Webcam 2025,Accessorie: Logitech,en,1800 HD 1080p,14849,2024-09-04,4.1,193,U002,https://via.placeholder.com/150
T195,Laptop Plus,Electronics: Dell,en,"i5, 8GB RAM",2976,2024-11-12,4.9,172,U057,https://via.placeholder.com/150
T196,Laptop Stand Pro,Accessorie: AmazonBasics,en,Adjustable,7154,2023-09-25,3.6,104,U135,https://via.placeholder.com/150
T197,Mouse Pro,Accessorie: Logitech,en,Wireless Optical,11959,2024-08-13,3.8,86,U294,https://via.placeholder.com/150
T198,Laptop 2025,Electronics: Dell,en,"i5, 8GB RAM",960,2024-11-22,3.7,158,U212,https://via.placeholder.com/150
T199,External HDD X,Seagate,en,1TB Portable,8811,2025-02-27,4.9,128,U224,https://via.placeholder.com/150
